case_num,config_id,mean_composite,trial_seconds,retriever,embedding_model,chunk_strategy,chunk_size,rerank_enabled,rerank_top_k,query_rewrite_enabled,query_decompose_enabled,query_hyde_enabled,intent_driven_filter,metadata_filter_enabled,metadata_enrichment,prompt_template,max_new_tokens,context_recall,answer_similarity,faithfulness,retrieval_coverage_proxy,groundedness,citation_quality,answer_relevancy,context_relevancy,signal_quality,composite_no_judge,judge_weight,judge_score,query_program_depth,query_rewrite_usage,decompose_branch_count,hyde_usage,metadata_filter_hit_rate,metadata_bonus_avg,entity_match_rate,rrf_fusion_gain,citation_completeness,citation_binding
2,cfg_00053,0.2647,3.3512,hybrid,e5-base,semantic,256,True,5,False,False,False,True,False,False,standard,256,0.0,0.0,0.0,0.575,0.419,0.0833,0.2517,0.0456,0.6333,0.2673,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,1.3333,0.5
2,cfg_00054,0.3102,3.202,dense,bge-small,sentence,512,False,10,True,True,False,True,False,True,strict_no_hallucination,256,0.0,0.0,0.0,0.675,0.5283,0.125,0.2319,0.0473,0.65,0.3133,0.01,0.0,3.0,0.5,0.0,0.0,0.0,0.0067,0.0833,0.0,1.4583,0.75
2,cfg_00055,0.2787,4.0392,bm25,bge-small,sentence,384,False,3,True,True,False,False,False,False,standard,256,0.0,0.0,0.0,0.675,0.4057,0.1667,0.1863,0.0473,0.6667,0.277,0.01,0.45,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8958,0.625
2,cfg_00056,0.2819,2.9926,dense,e5-base,semantic,128,False,5,True,False,False,False,True,False,strict_no_hallucination,128,0.0,0.0,0.0,0.675,0.4209,0.125,0.2239,0.0473,0.65,0.2823,0.01,0.25,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.625
2,cfg_00057,0.2689,4.2539,dense,bge-small,sentence,256,False,5,False,False,False,False,False,False,standard,256,0.0,0.0,0.0,0.6125,0.4054,0.1667,0.1911,0.0484,0.6667,0.2696,0.01,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9708,0.625
2,cfg_00058,0.3033,3.7089,bm25,bge-small,sentence,512,False,3,False,False,False,True,True,True,standard,256,0.0,0.0,0.0,0.6125,0.55,0.125,0.2037,0.0484,0.65,0.3044,0.01,0.2,1.0,0.0,0.0,0.0,0.0,0.0033,0.0417,0.0,0.4167,0.75
2,cfg_00059,0.2986,3.3694,hybrid,e5-base,token,384,False,5,True,False,False,True,False,False,strict_no_hallucination,128,0.0,0.0,0.0,0.6375,0.4407,0.1667,0.2687,0.0421,0.6667,0.2991,0.01,0.25,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0312,1.5833,1.0
2,cfg_00060,0.3054,3.441,bm25,bge-small,semantic,384,False,10,True,False,False,True,False,True,standard,128,0.0,0.0,0.0,0.675,0.5248,0.125,0.2144,0.0473,0.65,0.3085,0.01,0.0,2.0,0.5,0.0,0.0,0.0,0.0067,0.0833,0.0,0.375,0.75
2,cfg_00061,0.2797,3.5367,hybrid,bge-small,sentence,256,False,10,False,True,False,True,False,True,standard,128,0.0,0.0,0.0,0.575,0.4356,0.1667,0.2279,0.0456,0.6667,0.2806,0.01,0.2,2.0,0.0,0.0,0.0,0.0,0.0033,0.0417,0.0311,1.2083,0.75
2,cfg_00062,0.2819,2.9891,bm25,e5-base,token,256,False,10,True,True,False,False,True,False,strict_no_hallucination,256,0.0,0.0,0.0,0.675,0.4209,0.125,0.2239,0.0473,0.65,0.2823,0.01,0.25,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.625
2,cfg_00063,0.3029,3.3122,hybrid,bge-small,sentence,128,True,5,True,False,False,True,True,True,strict_no_hallucination,128,0.0,0.0,0.0,0.6375,0.4609,0.2083,0.2417,0.0421,0.6833,0.3059,0.01,0.0,2.0,0.5,0.0,0.0,0.0,0.0067,0.0833,0.0312,1.4167,1.0
2,cfg_00064,0.2833,3.5267,hybrid,e5-base,sentence,128,True,10,True,False,False,True,False,True,strict_no_hallucination,128,0.0,0.0,0.0,0.6375,0.4038,0.1667,0.2426,0.0421,0.6667,0.2837,0.01,0.25,2.0,0.5,0.0,0.0,0.0,0.0067,0.0833,0.0312,1.5,0.75
2,cfg_00065,0.2727,3.5174,bm25,e5-base,semantic,512,False,3,True,False,False,False,True,False,standard,128,0.0,0.0,0.0,0.675,0.4023,0.125,0.196,0.0473,0.65,0.271,0.01,0.45,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7083,0.6429
2,cfg_00066,0.3054,3.4603,bm25,e5-base,semantic,128,False,10,True,False,False,True,True,True,standard,128,0.0,0.0,0.0,0.675,0.5248,0.125,0.2144,0.0473,0.65,0.3085,0.01,0.0,2.0,0.5,0.0,0.0,0.0,0.0067,0.0833,0.0,0.375,0.75
2,cfg_00067,0.2819,2.9864,dense,e5-base,token,512,False,10,True,False,False,False,False,False,strict_no_hallucination,256,0.0,0.0,0.0,0.675,0.4209,0.125,0.2239,0.0473,0.65,0.2823,0.01,0.25,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.625
2,cfg_00068,0.3033,3.7072,dense,e5-base,semantic,256,False,10,False,True,False,True,True,True,standard,256,0.0,0.0,0.0,0.6125,0.55,0.125,0.2037,0.0484,0.65,0.3044,0.01,0.2,2.0,0.0,0.0,0.0,0.0,0.0033,0.0417,0.0,0.4167,0.75
2,cfg_00069,0.3102,3.2464,bm25,bge-small,sentence,512,True,3,True,True,False,True,True,True,strict_no_hallucination,256,0.0,0.0,0.0,0.675,0.5283,0.125,0.2319,0.0473,0.65,0.3133,0.01,0.0,3.0,0.5,0.0,0.0,0.0,0.0067,0.0833,0.0,1.4583,0.75
2,cfg_00070,0.2861,3.0848,dense,e5-base,semantic,384,True,3,False,True,False,True,True,False,strict_no_hallucination,256,0.0,0.0,0.0,0.6125,0.4622,0.125,0.2403,0.0484,0.65,0.2889,0.01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5333,0.75
2,cfg_00071,0.3102,3.2119,bm25,bge-small,semantic,384,True,5,True,False,False,True,True,True,strict_no_hallucination,256,0.0,0.0,0.0,0.675,0.5283,0.125,0.2319,0.0473,0.65,0.3133,0.01,0.0,2.0,0.5,0.0,0.0,0.0,0.0067,0.0833,0.0,1.4583,0.75
2,cfg_00072,0.2787,4.0483,bm25,e5-base,semantic,128,True,10,True,True,False,True,False,False,standard,256,0.0,0.0,0.0,0.675,0.4057,0.1667,0.1863,0.0473,0.6667,0.277,0.01,0.45,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8958,0.625
2,cfg_00073,0.3033,3.706,dense,bge-small,token,128,False,3,False,False,False,True,True,True,standard,256,0.0,0.0,0.0,0.6125,0.55,0.125,0.2037,0.0484,0.65,0.3044,0.01,0.2,1.0,0.0,0.0,0.0,0.0,0.0033,0.0417,0.0,0.4167,0.75
2,cfg_00074,0.2804,3.2835,hybrid,bge-small,semantic,384,True,5,False,False,False,True,False,False,strict_no_hallucination,128,0.0,0.0,0.0,0.575,0.4541,0.125,0.2491,0.0456,0.65,0.2833,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0311,1.4583,0.75
2,cfg_00075,0.2819,2.9962,bm25,bge-small,token,256,False,5,True,True,False,False,True,False,strict_no_hallucination,128,0.0,0.0,0.0,0.675,0.4209,0.125,0.2239,0.0473,0.65,0.2823,0.01,0.25,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.625
2,cfg_00076,0.2788,3.4368,hybrid,e5-base,semantic,256,False,10,False,True,False,False,False,True,strict_no_hallucination,128,0.0,0.0,0.0,0.575,0.4165,0.1667,0.2426,0.0456,0.6667,0.2792,0.01,0.25,1.0,0.0,0.0,0.0,0.0,0.0033,0.0417,0.0312,1.5,0.75
2,cfg_00077,0.3102,3.2286,dense,bge-small,token,512,True,10,True,False,False,True,False,True,strict_no_hallucination,256,0.0,0.0,0.0,0.675,0.5283,0.125,0.2319,0.0473,0.65,0.3133,0.01,0.0,2.0,0.5,0.0,0.0,0.0,0.0067,0.0833,0.0,1.4583,0.75
2,cfg_00078,0.2686,4.3831,hybrid,e5-base,token,256,True,5,True,True,False,False,False,True,standard,256,0.0,0.0,0.0,0.6375,0.3808,0.125,0.2496,0.0421,0.65,0.2713,0.01,0.0,2.0,0.5,0.0,0.0,0.0,0.0067,0.0833,0.0312,1.5833,0.5833
2,cfg_00079,0.3102,3.2255,bm25,bge-small,token,512,True,3,True,False,False,False,False,True,strict_no_hallucination,256,0.0,0.0,0.0,0.675,0.5283,0.125,0.2319,0.0473,0.65,0.3133,0.01,0.0,1.0,0.5,0.0,0.0,0.0,0.0067,0.0833,0.0,1.4583,0.75
